Word,Valence,Arousal,Dominance,P_2D_Polar,P_Euclidean,P_Cosine,P_2D_Euclidean,IO2_2D_Polar,IO2_Euclidean,IO2_Cosine,IO2_2D_Euclidean,Valence_Category
불평하다,3.1,5.18,5.1,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
불평,3.21,4.29,3.75,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
보어,6.7,5.9,6.77,trust,joy,anticipation,surprise,envy,joy,ennui,joy,Positive
완벽한,6.5,2.57,7.17,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
완성,7.38,4.24,7.73,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
복잡한,4.21,4.6,5.25,disgust,disgust,anticipation,disgust,disgust,disgust,sadness,disgust,Neutral
안색,5.42,4.55,5.21,anticipation,anticipation,anticipation,anticipation,ennui,ennui,joy,ennui,Neutral
복잡성,5.37,5.13,5.84,joy,anticipation,anticipation,anticipation,joy,disgust,ennui,disgust,Neutral
규정 준수,5.18,2.85,3.4,anger,sadness,joy,trust,anxiety,ennui,joy,ennui,Neutral
복잡합니다,3.3,4.95,4.52,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
복잡한,3.82,5.75,5.79,surprise,disgust,disgust,disgust,sadness,envy,disgust,disgust,Negative
복잡,3.05,4.55,3.83,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
공모,4.45,3.59,5.56,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
칭찬,7.24,5.9,6.14,joy,surprise,joy,surprise,envy,joy,joy,joy,Positive
무료,6.9,5.15,5.92,joy,trust,joy,trust,joy,joy,joy,joy,Positive
응하다,4.25,2.68,4.7,anger,sadness,trust,sadness,anger,ennui,ennui,ennui,Neutral
요소,5.62,4.27,5.74,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
구성하다,5.64,3.85,5.8,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
작곡가,6.42,3.36,5.59,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
합성물,4.89,3.55,5.35,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
구성,5.52,3.4,5.89,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
퇴비,5.47,2.71,4.52,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
화합물,5.62,3.5,5.45,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
이해합니다,6.57,3.94,6.73,anticipation,trust,trust,trust,ennui,joy,ennui,joy,Positive
이해력,6.24,3.33,6.1,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
포괄적인,6.79,3.6,6.08,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
압박 붕대,4.85,5.0,4.88,sadness,anticipation,anticipation,anticipation,disgust,disgust,ennui,disgust,Neutral
압축,4.0,3.57,4.83,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
압축,4.79,4.19,4.77,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
압축기,5.32,3.62,5.13,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
타협,5.62,3.36,6.37,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
강제,3.95,4.89,3.0,sadness,fear,surprise,disgust,disgust,embarrassment,embarrassment,disgust,Negative
강제력,4.5,4.67,4.35,disgust,disgust,anticipation,anticipation,disgust,disgust,disgust,disgust,Neutral
의무,4.16,3.72,4.06,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
계산,5.74,3.45,6.68,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
컴퓨터,6.84,4.92,6.58,joy,trust,joy,trust,joy,joy,joy,joy,Positive
컴퓨터 화,6.37,4.25,5.84,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
컴퓨팅,6.09,3.67,6.6,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Positive
동료,7.3,4.25,5.68,joy,trust,joy,trust,joy,joy,joy,joy,Positive
범죄자,3.21,4.52,3.95,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
숨기다,3.95,3.74,6.05,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
은폐,4.21,4.45,5.09,disgust,disgust,anticipation,disgust,disgust,disgust,ennui,disgust,Neutral
인정합니다,4.48,2.73,4.78,anger,sadness,trust,sadness,anger,ennui,ennui,ennui,Neutral
자만,3.75,4.1,4.04,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,ennui,Negative
자만했다,2.75,6.58,4.92,surprise,anger,anger,fear,sadness,envy,envy,envy,Negative
생각할 수 있는,5.6,4.41,6.53,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
배다,5.63,4.95,5.92,joy,anticipation,anticipation,anticipation,joy,disgust,ennui,ennui,Neutral
집중하다,6.46,5.11,6.67,joy,trust,joy,trust,joy,joy,ennui,joy,Positive
집중,5.45,4.0,6.63,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
개념,4.89,2.9,5.37,anger,anticipation,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
임신,6.0,6.09,4.44,trust,anticipation,surprise,anticipation,envy,disgust,joy,joy,Neutral
우려,5.05,4.7,5.55,anger,anticipation,anticipation,anticipation,anxiety,disgust,ennui,ennui,Neutral
관심 있는,4.61,3.95,4.61,anger,disgust,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
콘서트,7.0,5.17,5.4,joy,surprise,joy,trust,joy,joy,joy,joy,Positive
콘체르토,5.7,3.14,5.67,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
양보,5.32,3.71,5.8,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
조가비,5.37,3.48,5.14,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
관리인,5.35,3.39,5.07,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
간결한,5.47,3.3,5.47,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
끝내다,4.81,2.57,5.85,anger,anticipation,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
결론,4.8,3.95,6.63,anger,anticipation,sadness,anticipation,anger,ennui,ennui,ennui,Neutral
단호한,5.32,3.92,6.79,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
혼성,5.52,4.16,5.63,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
집합,4.9,3.71,5.2,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
콘크리트,4.82,3.63,5.9,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
첩,3.53,5.33,4.91,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
동의합니다,6.0,3.6,5.29,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
진동,3.45,3.96,3.74,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,ennui,Negative
비난하다,2.62,5.33,4.17,sadness,disgust,anger,anger,sadness,anxiety,envy,embarrassment,Negative
비난,3.15,4.1,3.18,disgust,sadness,anticipation,disgust,disgust,anxiety,disgust,disgust,Negative
요약,4.38,4.05,5.0,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
혼란스러워,3.8,5.27,4.38,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
상태,4.32,4.15,6.53,disgust,anticipation,sadness,disgust,anger,ennui,sadness,ennui,Neutral
컨디셔너,5.84,3.0,6.38,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
조절,4.89,3.77,5.96,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
콘도,6.47,3.8,5.75,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
콘돔,5.44,5.38,6.26,trust,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
용서,5.1,3.57,5.48,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
콘도르,4.76,3.55,6.06,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
도움이됩니다,5.39,3.85,5.78,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
지휘하다,5.21,3.64,6.12,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
지휘자,5.5,4.24,5.47,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
도관,4.5,3.48,5.48,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
원뿔,6.1,3.36,5.72,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
연합,4.15,3.75,3.9,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
동류,4.5,3.95,5.28,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
봉하다,5.09,2.48,4.76,anger,sadness,trust,sadness,anxiety,ennui,joy,ennui,Neutral
회의,5.1,2.95,4.88,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
불다,4.85,4.67,5.53,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
고백,5.47,4.59,5.18,anticipation,anticipation,anticipation,anticipation,ennui,ennui,joy,ennui,Neutral
고백,4.62,4.35,4.43,disgust,disgust,anticipation,anticipation,anger,ennui,joy,ennui,Neutral
색종이 조각,6.26,5.57,5.57,trust,anticipation,anticipation,anticipation,envy,joy,joy,joy,Positive
절친한 친구,7.15,4.25,6.82,joy,trust,trust,trust,joy,joy,joy,joy,Positive
혼란,6.21,3.43,6.42,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Positive
신뢰,6.71,4.04,6.5,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
자신감,7.56,4.62,7.04,joy,trust,trust,trust,joy,joy,joy,joy,Positive
비밀의,6.05,4.5,5.0,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Positive
기밀성,5.82,4.64,6.16,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
구성,4.58,3.45,5.45,anger,anticipation,trust,disgust,anger,ennui,ennui,ennui,Neutral
경계,3.0,3.96,3.83,disgust,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
제한,4.05,4.83,2.46,sadness,fear,surprise,disgust,disgust,embarrassment,embarrassment,disgust,Neutral
확인하다,5.76,3.38,6.56,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
확인,5.71,3.83,5.55,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
압수,3.59,5.68,4.24,surprise,disgust,disgust,disgust,sadness,disgust,anxiety,disgust,Negative
갈등,3.05,5.41,4.11,sadness,disgust,disgust,disgust,sadness,disgust,anxiety,embarrassment,Negative
서로 싸우는,3.5,4.91,3.86,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
따르다,4.78,3.9,3.67,anger,disgust,surprise,anticipation,anger,ennui,joy,ennui,Neutral
꺾다,3.85,4.38,4.88,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
혼란,4.32,4.38,4.07,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
대립하십시오,4.59,6.11,5.9,fear,anticipation,disgust,anticipation,embarrassment,envy,disgust,envy,Neutral
직면,2.57,5.16,4.17,sadness,disgust,anger,disgust,sadness,anxiety,envy,embarrassment,Negative
혼란시키다,4.5,3.95,4.39,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
혼란스러운,3.11,4.28,4.13,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
혼란 스럽습니다,3.0,5.09,3.95,sadness,disgust,disgust,disgust,sadness,anxiety,anxiety,disgust,Negative
착란,3.32,4.64,3.08,sadness,fear,fear,disgust,disgust,anxiety,embarrassment,disgust,Negative
콩가,5.9,4.57,4.76,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
타고난,4.11,4.13,3.58,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
충혈,3.25,4.24,3.4,disgust,disgust,anticipation,disgust,disgust,anxiety,disgust,disgust,Negative
역암,5.0,4.68,4.63,anger,anticipation,anticipation,anticipation,anxiety,ennui,joy,ennui,Neutral
축하해요,6.94,4.05,5.96,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
축하합니다,6.33,4.77,7.0,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
축하합니다,7.3,6.05,6.68,trust,joy,joy,surprise,envy,joy,joy,joy,Positive
축하해요,7.33,5.55,6.72,joy,joy,joy,joy,joy,joy,joy,joy,Positive
회중,5.16,3.2,5.0,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
대회,3.55,3.61,3.48,disgust,sadness,anticipation,sadness,anger,ennui,ennui,ennui,Negative
의회,4.29,3.82,4.05,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
국회 의원,3.71,4.09,3.67,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,ennui,Negative
어림짐작,4.71,3.64,4.67,anger,disgust,joy,anticipation,anger,ennui,ennui,ennui,Neutral
활용,4.84,4.72,5.47,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
접속사,5.19,4.25,5.55,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
문질러,5.05,4.57,5.27,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
코,4.47,4.0,5.4,disgust,anticipation,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
연결하다,6.61,3.47,5.96,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
연결,6.0,4.45,7.21,anticipation,trust,trust,anticipation,ennui,joy,ennui,ennui,Neutral
감정가,5.85,3.68,6.53,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
억누르다,4.29,5.23,5.67,sadness,anticipation,disgust,anticipation,sadness,disgust,disgust,disgust,Neutral
정복,4.58,5.75,5.55,surprise,anticipation,disgust,anticipation,embarrassment,disgust,disgust,disgust,Neutral
정복자,5.1,5.28,5.95,fear,anticipation,anticipation,anticipation,fear,disgust,ennui,disgust,Neutral
정복,5.9,5.67,6.09,trust,anticipation,anticipation,anticipation,envy,joy,ennui,joy,Neutral
양심,5.9,3.95,5.41,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
양심적,6.05,3.0,6.54,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Positive
의식하는,5.53,4.3,6.05,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
의식,6.48,3.33,7.37,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
봉헌,4.81,3.7,4.95,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
연이은,4.75,3.11,5.29,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
합의,6.3,5.24,6.54,joy,trust,anticipation,anticipation,joy,joy,ennui,joy,Positive
의견 일치,5.74,3.0,5.38,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
동의,6.42,3.88,6.58,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
동의,5.47,3.8,5.8,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
결과,3.86,4.31,4.67,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
보존,5.2,3.17,5.79,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
보수적인,4.55,2.65,4.82,anger,sadness,trust,sadness,anger,ennui,ennui,ennui,Neutral
온실,5.18,3.65,5.74,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
설탕 절임,5.9,3.75,5.86,anticipation,anticipation,trust,trust,ennui,ennui,ennui,ennui,Neutral
고려하다,6.56,2.71,6.06,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
많은,6.0,3.86,6.52,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Neutral
사려 깊은,7.2,3.67,6.4,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
고려 사항,6.4,3.45,7.11,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
위탁,5.58,4.17,3.89,anticipation,anticipation,surprise,anticipation,ennui,ennui,joy,ennui,Neutral
이루어져 있다,5.21,3.14,5.25,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
일관성,6.1,2.73,6.19,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Positive
일관된,6.43,3.19,6.77,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
위로,5.47,3.35,4.71,anger,anticipation,joy,trust,anxiety,ennui,joy,ennui,Neutral
콘솔,6.53,4.09,5.79,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
위로,6.44,2.58,5.86,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
통합하다,4.8,4.05,4.73,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
통합,4.5,3.8,5.54,disgust,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
배우자,5.1,4.24,5.59,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
확실히 보이는,4.05,3.87,3.94,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
음모,3.42,5.74,3.64,surprise,fear,fear,fear,sadness,fear,embarrassment,fear,Negative
공모,3.9,4.48,4.32,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
순경,5.2,3.1,5.23,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
끊임없는,5.9,2.81,6.36,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
별자리,6.24,4.35,5.14,anticipation,anticipation,joy,trust,ennui,ennui,joy,joy,Positive
변비,2.45,3.83,3.27,disgust,sadness,disgust,sadness,disgust,anxiety,disgust,anxiety,Negative
후원자,4.1,2.61,5.56,anger,sadness,trust,sadness,anger,ennui,ennui,ennui,Neutral
구성하다,4.57,3.18,5.5,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
헌법,5.47,3.35,5.4,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
헌법,5.68,3.86,5.41,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
건설하다,5.4,4.33,5.36,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
건설,5.53,3.73,5.74,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
건설적,5.81,4.17,6.58,anticipation,trust,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
영사,4.39,3.41,6.52,anger,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
영사관,4.53,2.5,4.68,anger,sadness,trust,sadness,anger,ennui,ennui,ennui,Neutral
찾다,5.41,3.77,5.83,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
컨설턴트,6.05,2.76,5.68,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Positive
상의,5.29,4.84,5.32,anticipation,anticipation,anticipation,anticipation,ennui,disgust,ennui,ennui,Neutral
소비하다,5.48,4.0,6.18,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
소비자,5.95,3.82,5.21,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
유능한,6.1,3.95,5.59,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
소비,4.65,3.76,6.0,anger,anticipation,sadness,anticipation,anger,ennui,ennui,ennui,Neutral
연락하다,6.17,3.33,5.78,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
전염병,2.85,5.94,3.62,surprise,fear,fear,fear,sadness,fear,fear,fear,Negative
전염성,3.05,5.25,3.9,sadness,disgust,disgust,disgust,sadness,anxiety,anxiety,disgust,Negative
포함하다,5.0,3.0,5.68,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
컨테이너,5.7,3.57,6.0,anticipation,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
방지,4.37,5.53,4.17,surprise,disgust,anticipation,anticipation,embarrassment,disgust,disgust,disgust,Neutral
오염,3.53,5.67,4.26,surprise,disgust,disgust,disgust,sadness,disgust,anxiety,disgust,Negative
오염,3.11,6.71,3.78,surprise,fear,fear,fear,embarrassment,fear,fear,envy,Negative
묵상,5.48,3.16,5.68,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
현대의,5.95,3.81,5.43,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
경멸,3.22,4.61,4.45,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
다투다,5.37,4.33,5.28,anticipation,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
경쟁자,5.0,3.32,5.91,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
콘텐츠,6.7,3.17,5.92,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
투쟁,4.19,4.29,3.85,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
만족,6.62,4.6,6.58,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
내용물,5.79,4.46,5.76,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
경쟁,5.85,3.77,4.93,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
경기자,4.5,4.5,5.74,disgust,anticipation,sadness,anticipation,anger,disgust,ennui,disgust,Neutral
문맥,5.0,3.18,5.6,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
대륙,6.05,3.24,5.16,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Positive
대륙,5.4,3.38,5.04,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
우연성,4.67,3.22,5.22,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
대표단,4.85,3.9,5.08,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
계속,5.26,3.57,5.13,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
계속,5.23,3.84,6.38,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
계속하다,5.61,2.9,6.17,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
연속성,5.71,2.32,6.44,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
마디 없는,5.33,3.27,5.77,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
연속체,5.15,3.95,5.36,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
흑인 노예,3.58,5.81,4.61,surprise,disgust,disgust,fear,sadness,disgust,anxiety,fear,Negative
피임,6.1,4.91,5.25,joy,anticipation,joy,anticipation,joy,ennui,joy,joy,Positive
계약,5.1,3.95,6.84,anger,anticipation,sadness,anticipation,anxiety,ennui,ennui,ennui,Neutral
축소,4.33,5.9,3.95,surprise,fear,fear,anticipation,embarrassment,fear,embarrassment,disgust,Neutral
계약자,4.7,4.26,5.48,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
모순됩니다,3.58,4.25,4.83,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
모순,3.79,5.0,5.21,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
모순,3.75,4.27,5.3,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
신안,5.11,4.32,5.67,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
반대되는,4.5,3.71,5.36,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
차이,5.3,4.23,6.3,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
기여하다,6.15,3.58,6.96,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
기부금,6.58,3.18,7.0,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
뉘우침,4.4,3.88,4.93,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
제어,4.43,4.76,5.47,disgust,anticipation,anticipation,anticipation,disgust,disgust,sadness,disgust,Neutral
제어 장치,4.43,4.08,6.16,disgust,anticipation,sadness,disgust,anger,ennui,sadness,ennui,Neutral
제어,3.45,5.69,5.29,surprise,disgust,disgust,fear,sadness,disgust,disgust,fear,Negative
논란이 많은,4.73,6.26,4.71,fear,anticipation,anticipation,anticipation,embarrassment,envy,disgust,envy,Neutral
논쟁,3.21,6.09,3.75,surprise,fear,fear,fear,sadness,fear,embarrassment,fear,Negative
타박상,3.9,5.95,4.35,surprise,disgust,disgust,fear,embarrassment,disgust,anxiety,fear,Negative
수수께끼,3.95,3.27,3.96,disgust,sadness,anticipation,sadness,anger,ennui,ennui,ennui,Negative
소집,5.0,4.05,6.0,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
편의,7.14,3.5,5.5,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
편리한,7.15,3.48,5.08,anticipation,trust,joy,trust,ennui,joy,joy,joy,Positive
수도원,5.05,3.86,4.25,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
협약,5.0,3.67,4.65,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
전통적인,5.47,3.77,5.68,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
모이다,4.53,4.24,5.61,disgust,anticipation,sadness,anticipation,anger,ennui,ennui,ennui,Neutral
대화,6.72,2.65,6.28,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
이야기 잘하는,6.32,3.38,5.43,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
대화 주의자,5.94,3.9,5.88,anticipation,anticipation,trust,trust,ennui,ennui,ennui,ennui,Neutral
반대,5.37,4.25,6.05,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
변환,5.59,4.79,5.29,joy,anticipation,anticipation,anticipation,joy,ennui,joy,ennui,Neutral
전환하다,5.11,3.65,5.42,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
바꾸어 말할 수 있는,6.79,4.72,6.21,joy,trust,joy,trust,joy,joy,joy,joy,Positive
전달하다,5.1,3.83,5.1,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
죄수,2.28,4.95,4.08,sadness,disgust,anger,anger,disgust,anxiety,envy,anxiety,Negative
확신,3.89,4.67,5.62,sadness,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
확신시키다,5.45,4.39,6.44,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
설득력 있는,5.6,4.21,6.82,anticipation,trust,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
호송,5.4,3.87,5.54,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
구구,5.9,4.17,5.07,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
요리하다,7.12,4.33,6.25,joy,trust,trust,trust,joy,joy,joy,joy,Positive
자세한 해설서,6.45,3.45,5.95,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
