Word,Valence,Arousal,Dominance,P_2D_Polar,P_Euclidean,P_Cosine,P_2D_Euclidean,IO2_2D_Polar,IO2_Euclidean,IO2_Cosine,IO2_2D_Euclidean,Valence_Category
decent,6.27,4.15,6.74,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Positive
deception,2.36,5.79,3.81,sadness,fear,fear,anger,sadness,fear,anxiety,anger,Negative
deceptive,3.73,4.95,3.86,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
decide,6.28,3.1,6.28,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Positive
decimal,4.68,3.35,5.52,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
decimeter,4.82,2.5,4.76,anger,sadness,trust,sadness,anxiety,ennui,joy,ennui,Neutral
decipher,5.09,4.39,5.68,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
decision,5.5,3.43,6.89,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
decisive,6.78,3.95,5.76,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
deck,5.68,3.25,5.38,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
declaration,5.67,4.24,5.24,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
declare,5.42,4.4,6.13,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
decline,3.19,3.6,3.71,disgust,sadness,anticipation,sadness,disgust,sadness,disgust,ennui,Negative
deco,5.29,3.74,4.9,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
decode,5.5,4.59,6.58,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
decoder,6.21,3.43,5.57,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
decompose,2.42,4.17,3.4,sadness,sadness,disgust,disgust,disgust,anxiety,anxiety,anxiety,Negative
decomposition,3.16,4.0,3.89,disgust,disgust,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
decompress,4.43,3.52,4.79,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
decompression,3.75,2.91,4.78,disgust,sadness,trust,sadness,anger,ennui,ennui,ennui,Negative
decontamination,4.33,4.96,5.0,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
decor,5.95,3.38,7.32,anticipation,trust,trust,trust,ennui,joy,ennui,ennui,Neutral
decorate,6.26,4.33,6.95,anticipation,trust,trust,trust,ennui,joy,ennui,joy,Positive
decoration,6.71,4.05,6.4,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
decorative,7.52,4.76,6.45,joy,trust,joy,trust,joy,joy,joy,joy,Positive
decorator,6.43,3.15,5.64,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
decorum,5.5,2.91,5.73,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
decoy,4.61,3.91,4.95,anger,disgust,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
decrease,4.16,3.05,3.68,disgust,sadness,joy,sadness,anger,ennui,joy,ennui,Neutral
decree,5.33,3.9,4.53,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
decrepit,3.05,4.83,3.46,sadness,fear,disgust,disgust,disgust,anxiety,anxiety,disgust,Negative
decryption,4.81,4.12,4.95,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
dedicate,6.48,3.35,5.73,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
dedication,7.38,4.36,7.18,joy,trust,trust,trust,joy,joy,joy,joy,Positive
deduce,5.29,3.04,5.67,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
deduct,4.24,4.11,4.86,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
deductible,4.71,4.29,5.0,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
deduction,5.14,3.23,5.22,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
deed,5.89,3.0,5.92,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
deejay,5.91,3.95,5.68,anticipation,anticipation,trust,trust,ennui,ennui,joy,ennui,Neutral
deem,4.74,3.29,5.57,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
deep,5.44,3.9,4.94,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
deer,6.89,3.95,4.89,anticipation,trust,joy,trust,ennui,ennui,joy,joy,Positive
defamation,2.9,5.62,2.56,sadness,fear,fear,anger,sadness,embarrassment,embarrassment,embarrassment,Negative
default,4.16,4.57,4.7,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
defeat,3.74,4.14,3.87,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,disgust,Negative
defeated,2.59,4.73,2.43,sadness,fear,fear,disgust,disgust,embarrassment,embarrassment,anxiety,Negative
defeatist,3.37,3.5,3.35,disgust,sadness,anticipation,sadness,anger,sadness,disgust,ennui,Negative
defect,2.89,4.14,3.37,sadness,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
defective,3.52,4.17,3.67,disgust,disgust,anticipation,disgust,disgust,anxiety,disgust,disgust,Negative
defector,4.35,3.75,4.52,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
defend,6.3,4.55,6.64,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
defendant,4.05,4.14,3.95,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
defender,5.05,3.76,4.9,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
defense,5.36,5.11,5.53,joy,anticipation,anticipation,anticipation,joy,disgust,ennui,disgust,Neutral
defenseless,2.68,4.9,3.95,sadness,disgust,disgust,disgust,disgust,anxiety,envy,anxiety,Negative
defensive,4.65,4.28,4.08,disgust,disgust,anticipation,anticipation,anger,ennui,joy,ennui,Neutral
defer,4.5,2.7,4.08,anger,sadness,trust,sadness,anger,ennui,joy,ennui,Neutral
defiance,4.15,5.86,5.44,surprise,anticipation,disgust,disgust,embarrassment,envy,disgust,disgust,Neutral
defiant,4.12,5.9,6.02,surprise,anticipation,disgust,disgust,embarrassment,envy,disgust,disgust,Neutral
defibrillator,3.45,5.0,5.05,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
deficiency,2.74,4.2,4.15,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
deficient,3.63,3.56,3.88,disgust,sadness,anticipation,sadness,anger,ennui,ennui,ennui,Negative
deficit,2.95,4.19,4.18,sadness,disgust,disgust,disgust,disgust,disgust,disgust,anxiety,Negative
define,5.57,3.95,5.31,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
definite,5.79,4.19,5.39,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
definition,5.63,3.14,5.68,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
definitive,5.57,3.83,5.24,anticipation,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
deflect,5.1,3.68,5.37,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
deformed,2.26,4.27,3.05,sadness,sadness,fear,disgust,disgust,anxiety,anxiety,anxiety,Negative
deformity,3.18,4.71,3.82,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
defrost,4.86,3.48,5.81,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
deft,4.67,3.0,5.32,anger,disgust,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
defuse,5.78,4.68,5.77,joy,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
defy,4.84,5.43,5.3,fear,anticipation,anticipation,anticipation,embarrassment,disgust,disgust,disgust,Neutral
degenerate,2.7,4.68,2.95,sadness,fear,fear,disgust,disgust,anxiety,embarrassment,anxiety,Negative
degeneration,3.48,4.18,3.67,disgust,disgust,anticipation,disgust,disgust,anxiety,disgust,disgust,Negative
degradation,2.85,4.26,3.39,sadness,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
degrade,2.62,4.95,4.4,sadness,disgust,anger,disgust,disgust,disgust,envy,anxiety,Negative
degree,5.63,4.1,5.0,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
dehydration,3.38,4.68,3.32,sadness,fear,disgust,disgust,disgust,anxiety,anxiety,disgust,Negative
delay,3.45,3.0,3.68,disgust,sadness,anticipation,sadness,anger,sadness,ennui,ennui,Negative
delayed,3.05,4.05,3.27,disgust,sadness,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
delegate,5.15,3.72,6.32,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
delegation,5.2,3.62,5.76,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
delete,4.0,3.71,5.39,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Neutral
deli,5.42,4.3,4.79,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
deliberate,4.8,3.48,6.12,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
deliberation,5.19,3.95,4.8,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
delicacy,7.0,5.0,5.52,joy,trust,joy,trust,joy,joy,joy,joy,Positive
delicate,6.38,3.09,5.04,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
delicatessen,6.4,4.45,6.54,joy,trust,trust,trust,ennui,joy,ennui,joy,Positive
delicious,7.38,4.92,5.8,joy,trust,joy,trust,joy,joy,joy,joy,Positive
delight,8.21,5.02,7.29,joy,joy,trust,joy,joy,joy,joy,joy,Positive
delighted,7.74,5.0,6.22,joy,joy,joy,joy,joy,joy,joy,joy,Positive
delightful,7.38,6.16,6.76,trust,joy,joy,surprise,envy,joy,joy,joy,Positive
delinquency,2.55,5.27,4.14,sadness,disgust,anger,anger,sadness,anxiety,envy,embarrassment,Negative
delinquent,3.45,4.9,2.86,sadness,fear,fear,disgust,disgust,embarrassment,embarrassment,disgust,Negative
delirious,4.32,5.81,4.61,surprise,disgust,disgust,anticipation,embarrassment,disgust,disgust,disgust,Neutral
delirium,3.4,4.94,3.27,sadness,fear,fear,disgust,disgust,embarrassment,embarrassment,disgust,Negative
deliver,6.0,4.75,6.74,joy,trust,trust,anticipation,joy,joy,ennui,joy,Neutral
deliverance,5.73,3.95,6.05,anticipation,anticipation,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
delivery,6.0,4.04,5.37,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
delta,5.3,3.32,6.15,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
delude,3.62,3.95,4.35,disgust,disgust,anticipation,disgust,disgust,ennui,disgust,ennui,Negative
deluge,4.1,4.7,4.11,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
delusion,3.3,4.6,3.91,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
delusional,3.29,5.8,3.81,surprise,fear,fear,fear,sadness,fear,anxiety,fear,Negative
deluxe,6.76,4.96,6.59,joy,trust,joy,trust,joy,joy,joy,joy,Positive
demand,4.1,5.85,5.14,surprise,disgust,disgust,disgust,embarrassment,disgust,disgust,disgust,Neutral
demeaning,2.62,3.74,4.17,disgust,sadness,disgust,sadness,disgust,sadness,disgust,sadness,Negative
demeanor,5.32,2.9,5.3,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
demented,3.11,4.86,4.36,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
dementia,2.85,5.05,1.68,sadness,fear,fear,disgust,sadness,embarrassment,embarrassment,embarrassment,Negative
demise,3.0,4.18,3.17,sadness,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
demo,5.65,3.91,5.57,anticipation,anticipation,trust,anticipation,ennui,ennui,joy,ennui,Neutral
democracy,6.16,5.05,5.58,joy,anticipation,joy,anticipation,joy,joy,joy,joy,Positive
democrat,5.54,5.65,5.61,trust,anticipation,anticipation,anticipation,envy,disgust,ennui,disgust,Neutral
democratic,5.7,4.33,6.62,anticipation,trust,trust,anticipation,ennui,ennui,ennui,ennui,Neutral
demographic,4.41,3.73,5.75,disgust,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
demolish,2.67,4.5,4.45,sadness,disgust,disgust,disgust,disgust,disgust,disgust,anxiety,Negative
demolition,3.91,5.23,4.38,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
demon,3.0,5.34,3.4,sadness,fear,fear,disgust,sadness,embarrassment,anxiety,embarrassment,Negative
demonic,3.05,6.24,3.52,surprise,fear,fear,fear,sadness,fear,fear,fear,Negative
demonstrate,5.47,4.14,6.0,anticipation,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
demonstration,5.5,3.53,5.2,anger,anticipation,trust,anticipation,anxiety,ennui,joy,ennui,Neutral
demure,4.55,3.35,5.81,anger,anticipation,trust,disgust,anger,ennui,ennui,ennui,Neutral
den,5.11,2.86,5.68,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
deniability,3.89,4.5,5.71,disgust,disgust,sadness,disgust,disgust,disgust,sadness,disgust,Negative
denial,3.57,4.85,4.05,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
denim,6.0,3.67,5.76,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Neutral
denominator,4.61,4.09,5.25,disgust,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
denounce,4.24,4.08,4.0,disgust,disgust,anticipation,disgust,anger,ennui,joy,ennui,Neutral
dense,4.68,3.59,5.08,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
density,5.15,3.55,4.55,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
dent,3.52,3.46,4.95,disgust,disgust,sadness,sadness,anger,ennui,sadness,ennui,Negative
dental,4.73,4.79,3.62,disgust,disgust,surprise,anticipation,disgust,disgust,joy,disgust,Neutral
dentist,3.84,4.37,4.7,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
deny,3.81,5.63,4.29,surprise,disgust,disgust,disgust,sadness,disgust,anxiety,disgust,Negative
deodorant,6.09,3.73,6.33,anticipation,trust,trust,trust,ennui,ennui,ennui,ennui,Positive
depart,4.05,3.9,4.36,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
department,5.33,2.5,4.83,anger,anticipation,trust,trust,anxiety,ennui,joy,ennui,Neutral
departmental,4.67,4.12,4.71,anger,disgust,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
departure,4.05,3.65,5.09,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Neutral
depend,5.0,4.45,6.21,anger,anticipation,sadness,anticipation,anxiety,ennui,ennui,ennui,Neutral
dependable,7.24,3.5,6.3,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
dependence,3.6,3.55,4.0,disgust,sadness,anticipation,sadness,anger,ennui,ennui,ennui,Negative
dependency,3.71,4.26,3.71,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
dependent,4.5,3.73,4.37,anger,disgust,joy,disgust,anger,ennui,joy,ennui,Neutral
depict,4.74,3.88,5.71,anger,anticipation,trust,anticipation,anger,ennui,ennui,ennui,Neutral
deplorable,3.9,4.73,4.0,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
deploy,4.25,4.96,4.9,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Neutral
deployment,3.32,5.95,3.71,surprise,fear,fear,fear,sadness,fear,embarrassment,fear,Negative
deport,3.14,3.84,3.73,disgust,sadness,anticipation,disgust,disgust,anxiety,disgust,ennui,Negative
deportation,3.57,4.42,4.04,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
depose,4.2,4.3,5.0,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
deposit,6.25,4.5,6.37,joy,trust,trust,trust,ennui,joy,ennui,joy,Positive
deposition,3.53,4.18,4.12,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
depository,4.76,4.05,5.58,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
depot,5.18,3.19,5.45,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
depravity,3.05,4.36,3.89,sadness,disgust,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
depress,2.47,3.14,3.67,disgust,sadness,sadness,sadness,disgust,sadness,sadness,sadness,Negative
depressed,2.27,4.25,3.91,sadness,sadness,anger,disgust,disgust,anxiety,anger,anxiety,Negative
depressing,2.48,3.0,3.57,disgust,sadness,sadness,sadness,disgust,sadness,sadness,sadness,Negative
depression,2.44,5.2,3.33,sadness,fear,fear,anger,sadness,anxiety,anxiety,embarrassment,Negative
depressive,2.64,3.48,3.64,disgust,sadness,disgust,sadness,disgust,sadness,disgust,sadness,Negative
deprivation,2.58,4.57,3.38,sadness,fear,disgust,disgust,disgust,anxiety,anxiety,anxiety,Negative
deprive,3.37,3.72,4.24,disgust,sadness,anticipation,disgust,disgust,ennui,sadness,ennui,Negative
depth,5.8,4.35,5.24,anticipation,anticipation,joy,anticipation,ennui,ennui,joy,ennui,Neutral
deputy,5.3,4.05,5.52,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
derail,3.86,4.85,4.22,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
derelict,3.78,4.4,4.22,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
derivative,4.7,3.72,4.59,anger,disgust,joy,anticipation,anger,ennui,joy,ennui,Neutral
derive,4.72,2.9,5.95,anger,anticipation,trust,sadness,anxiety,ennui,ennui,ennui,Neutral
dermatologist,6.0,3.61,4.53,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
derogatory,2.7,3.95,3.68,disgust,sadness,disgust,sadness,disgust,anxiety,disgust,anxiety,Negative
descend,4.67,3.17,5.4,anger,anticipation,trust,disgust,anger,ennui,ennui,ennui,Neutral
descendant,5.26,4.24,5.48,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
descent,5.3,3.9,4.32,anger,anticipation,joy,anticipation,anxiety,ennui,joy,ennui,Neutral
describe,5.9,2.95,5.55,anticipation,trust,trust,trust,anxiety,ennui,joy,ennui,Neutral
description,5.24,3.64,5.54,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
descriptive,5.74,3.45,6.48,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
desecrate,3.05,4.12,4.1,disgust,disgust,disgust,disgust,disgust,anxiety,disgust,disgust,Negative
desecration,2.94,5.1,3.84,sadness,disgust,disgust,disgust,sadness,anxiety,anxiety,disgust,Negative
desert,5.36,3.5,5.58,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
deserter,3.27,4.97,4.31,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
desertion,4.0,3.67,4.05,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
deserve,6.77,4.5,6.32,joy,trust,joy,trust,joy,joy,joy,joy,Positive
deserving,6.7,4.35,7.17,joy,trust,trust,trust,ennui,joy,ennui,joy,Positive
design,6.8,3.95,5.8,anticipation,trust,trust,trust,ennui,joy,joy,joy,Positive
designate,5.62,4.6,5.61,anticipation,anticipation,joy,anticipation,ennui,ennui,ennui,ennui,Neutral
designated,5.1,3.85,5.14,anger,anticipation,joy,anticipation,anxiety,ennui,ennui,ennui,Neutral
designer,5.57,5.0,5.44,joy,anticipation,anticipation,anticipation,joy,disgust,ennui,disgust,Neutral
desirable,6.95,6.25,6.15,trust,surprise,anticipation,surprise,envy,joy,joy,joy,Positive
desire,7.05,6.2,6.07,trust,surprise,anticipation,surprise,envy,joy,joy,joy,Positive
desist,4.27,3.84,4.43,disgust,disgust,anticipation,disgust,anger,ennui,ennui,ennui,Neutral
desk,5.56,2.45,5.72,anger,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
desolate,2.95,3.22,2.94,disgust,sadness,anticipation,sadness,anger,sadness,disgust,sadness,Negative
desolation,2.91,4.04,4.25,disgust,disgust,disgust,disgust,disgust,disgust,disgust,anxiety,Negative
despair,3.61,4.64,4.05,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
despairing,3.0,4.91,3.64,sadness,disgust,disgust,disgust,disgust,anxiety,anxiety,disgust,Negative
desperado,4.4,3.41,4.14,anger,disgust,joy,disgust,anger,ennui,joy,ennui,Neutral
desperate,3.19,5.0,3.21,sadness,fear,fear,disgust,disgust,embarrassment,embarrassment,disgust,Negative
desperation,2.55,6.3,4.0,surprise,fear,fear,anger,sadness,fear,anxiety,anger,Negative
despicable,2.76,4.86,3.24,sadness,fear,fear,disgust,disgust,anxiety,anxiety,anxiety,Negative
despise,3.08,4.77,4.38,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
despondent,3.81,4.64,3.46,sadness,disgust,anticipation,disgust,disgust,anxiety,disgust,disgust,Negative
dessert,7.2,5.5,5.73,joy,surprise,joy,joy,joy,joy,joy,joy,Positive
destination,6.4,4.57,6.52,joy,trust,trust,trust,joy,joy,ennui,joy,Positive
destiny,6.73,4.76,5.45,joy,anticipation,joy,trust,joy,joy,joy,joy,Positive
destitute,2.11,4.2,4.3,sadness,sadness,anger,sadness,disgust,anxiety,anger,anxiety,Negative
destroy,2.67,5.16,4.3,sadness,disgust,anger,disgust,sadness,disgust,envy,embarrassment,Negative
destroyer,2.16,6.09,3.67,sadness,fear,fear,anger,sadness,fear,fear,anger,Negative
destruct,3.5,6.09,4.42,surprise,disgust,fear,fear,sadness,envy,anxiety,fear,Negative
destruction,2.53,5.62,3.78,sadness,fear,fear,anger,sadness,fear,anxiety,embarrassment,Negative
destructive,3.11,6.38,4.85,surprise,anger,anger,fear,sadness,envy,envy,envy,Negative
detach,4.5,3.19,5.5,anger,disgust,trust,sadness,anger,ennui,ennui,ennui,Neutral
detached,3.65,3.6,4.95,disgust,disgust,sadness,disgust,anger,ennui,sadness,ennui,Negative
detachment,4.3,3.32,5.93,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Neutral
detail,5.67,3.81,7.14,anticipation,trust,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
detailed,6.1,4.35,5.47,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Positive
detain,3.0,4.25,4.86,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
detect,5.09,4.57,6.32,anger,anticipation,sadness,anticipation,anxiety,ennui,ennui,ennui,Neutral
detection,4.63,3.95,5.11,anger,anticipation,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
detective,5.06,4.55,4.39,anger,anticipation,anticipation,anticipation,anxiety,ennui,joy,ennui,Neutral
detector,4.42,4.52,5.59,disgust,anticipation,anticipation,disgust,disgust,disgust,sadness,disgust,Neutral
detention,3.28,4.57,4.2,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
deter,4.05,3.86,5.13,disgust,disgust,sadness,disgust,anger,ennui,ennui,ennui,Neutral
detergent,5.42,3.25,5.6,anger,anticipation,trust,trust,anxiety,ennui,ennui,ennui,Neutral
deteriorate,3.64,4.86,3.85,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
deteriorating,2.63,5.52,4.18,sadness,anger,anger,anger,sadness,anger,envy,embarrassment,Negative
deterioration,2.89,5.0,2.73,sadness,fear,fear,disgust,disgust,embarrassment,embarrassment,disgust,Negative
determination,7.58,5.52,7.06,joy,joy,joy,joy,joy,joy,joy,joy,Positive
determine,6.0,4.68,7.09,joy,trust,trust,anticipation,joy,joy,ennui,ennui,Neutral
deterrent,4.58,4.23,4.89,disgust,disgust,anticipation,anticipation,anger,ennui,ennui,ennui,Neutral
detest,3.05,5.09,4.65,sadness,disgust,disgust,disgust,sadness,disgust,disgust,disgust,Negative
detonate,3.26,6.1,3.33,surprise,fear,fear,fear,sadness,fear,embarrassment,fear,Negative
detonation,3.4,4.83,5.0,sadness,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
detonator,4.3,5.39,5.29,surprise,anticipation,disgust,anticipation,sadness,disgust,disgust,disgust,Neutral
detour,3.86,4.58,4.05,sadness,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
detriment,3.67,4.4,4.47,disgust,disgust,anticipation,disgust,disgust,disgust,disgust,disgust,Negative
deuce,4.53,3.5,4.96,anger,disgust,trust,disgust,anger,ennui,ennui,ennui,Neutral
deutschmark,4.42,3.23,4.25,anger,sadness,joy,sadness,anger,ennui,joy,ennui,Neutral
devastating,2.09,5.5,3.96,sadness,fear,anger,anger,sadness,anxiety,envy,anger,Negative
devastation,2.91,5.48,3.09,sadness,fear,fear,anger,sadness,embarrassment,embarrassment,embarrassment,Negative
develop,6.05,4.5,6.71,anticipation,trust,trust,anticipation,ennui,joy,ennui,ennui,Positive
developer,5.89,3.75,5.29,anticipation,anticipation,joy,trust,ennui,ennui,joy,ennui,Neutral
development,5.25,4.23,6.68,anger,anticipation,sadness,anticipation,anxiety,ennui,ennui,ennui,Neutral
deviant,3.35,5.62,4.38,sadness,disgust,disgust,disgust,sadness,disgust,anxiety,disgust,Negative
deviate,5.1,4.27,5.19,anger,anticipation,anticipation,anticipation,anxiety,ennui,ennui,ennui,Neutral
deviation,4.9,4.7,4.94,anger,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
device,5.79,3.42,5.95,anticipation,trust,trust,trust,anxiety,ennui,ennui,ennui,Neutral
devil,3.11,5.4,3.84,sadness,fear,fear,disgust,sadness,fear,anxiety,embarrassment,Negative
deviled,3.37,4.24,4.25,disgust,disgust,disgust,disgust,disgust,disgust,disgust,disgust,Negative
devilish,4.22,6.38,5.43,surprise,anticipation,disgust,fear,embarrassment,envy,disgust,envy,Neutral
devious,3.57,3.83,5.16,disgust,disgust,sadness,disgust,disgust,ennui,sadness,ennui,Negative
devise,4.45,4.48,5.15,disgust,anticipation,anticipation,anticipation,anger,disgust,ennui,disgust,Neutral
devoid,3.61,3.22,3.82,disgust,sadness,anticipation,sadness,anger,ennui,ennui,ennui,Negative
devote,5.53,4.05,7.05,anticipation,trust,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
devoted,7.16,4.22,6.21,joy,trust,trust,trust,joy,joy,joy,joy,Positive
devotion,6.0,4.73,6.3,joy,anticipation,joy,anticipation,joy,joy,ennui,joy,Neutral
devour,5.21,6.06,4.95,fear,anticipation,anticipation,anticipation,fear,disgust,disgust,disgust,Neutral
devout,4.48,4.13,5.89,disgust,anticipation,sadness,disgust,anger,ennui,ennui,ennui,Neutral
dew,4.79,3.04,5.67,anger,anticipation,trust,anticipation,anxiety,ennui,ennui,ennui,Neutral
dexterity,6.35,3.26,6.08,anticipation,trust,trust,trust,ennui,ennui,joy,ennui,Positive
diabetes,2.74,4.04,3.11,disgust,sadness,disgust,disgust,disgust,anxiety,disgust,anxiety,Negative
diabetic,3.0,3.86,2.73,disgust,sadness,anticipation,disgust,disgust,anxiety,anxiety,anxiety,Negative
diabolical,3.23,5.32,3.3,sadness,fear,fear,disgust,sadness,embarrassment,embarrassment,disgust,Negative
